cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 8.379926682E-01, 1.636544317E-01, 6.781899473E+04, 8.008427433E-01, 1.000061628E+02, 2.124590956E+00, 2.172444686E+05
         2, 8.359851837E-01, 1.657693833E-01, 6.781899473E+04, 8.008427433E-01, 1.000061628E+02, 2.124590956E+00, 2.172444686E+05
         3, 8.379928470E-01, 1.593477279E-01, 6.781167373E+04, 7.986402632E-01, 9.180032203E+01, 2.238511820E+00, 2.170200932E+05
         4, 8.359855413E-01, 1.614636928E-01, 6.781167373E+04, 7.986402632E-01, 9.180032203E+01, 2.238511820E+00, 2.170200932E+05
         5, 8.379930258E-01, 1.550410390E-01, 6.780680772E+04, 7.970942219E-01, 8.552605866E+01, 2.350935272E+00, 2.168615088E+05
         6, 8.359859586E-01, 1.571579874E-01, 6.780680772E+04, 7.970942219E-01, 8.552605866E+01, 2.350935272E+00, 2.168615088E+05
         7, 8.379932642E-01, 1.507343352E-01, 6.780238604E+04, 7.952076627E-01, 7.705990778E+01, 2.400832664E+00, 2.166652541E+05
         8, 8.359863162E-01, 1.528522968E-01, 6.780238604E+04, 7.952076627E-01, 7.705990778E+01, 2.400832664E+00, 2.166652541E+05
         9, 8.379934430E-01, 1.464276463E-01, 6.779407127E+04, 7.945723859E-01, 7.437963374E+01, 2.646290886E+00, 2.166075493E+05
        10, 8.359867334E-01, 1.485465914E-01, 6.779407127E+04, 7.945723859E-01, 7.437963374E+01, 2.646290886E+00, 2.166075493E+05
        11, 8.379936218E-01, 1.421209425E-01, 6.778912798E+04, 7.979745223E-01, 9.012784837E+01, 3.264504875E+00, 2.169775098E+05
        12, 8.359870911E-01, 1.442409009E-01, 6.778912798E+04, 7.979745223E-01, 9.012784837E+01, 3.264504875E+00, 2.169775098E+05
        13, 8.379938006E-01, 1.378142536E-01, 6.778474863E+04, 8.021576207E-01, 1.061332908E+02, 3.779412921E+00, 2.174259753E+05
        14, 8.359875083E-01, 1.399351954E-01, 6.778474863E+04, 8.021576207E-01, 1.061332908E+02, 3.779412921E+00, 2.174259753E+05
        15, 8.379939795E-01, 1.335075498E-01, 6.778002358E+04, 8.040207634E-01, 1.125915652E+02, 4.010309827E+00, 2.176276689E+05
        16, 8.359878659E-01, 1.356295049E-01, 6.778002358E+04, 8.040207634E-01, 1.125915652E+02, 4.010309827E+00, 2.176276689E+05
        17, 8.379942179E-01, 1.292008609E-01, 6.777307418E+04, 8.031808489E-01, 1.100872069E+02, 4.027583912E+00, 2.175481638E+05
        18, 8.359882236E-01, 1.313237995E-01, 6.777307418E+04, 8.031808489E-01, 1.100872069E+02, 4.027583912E+00, 2.175481638E+05
        19, 8.379943967E-01, 1.248941645E-01, 6.776399910E+04, 8.026385826E-01, 1.086200895E+02, 4.075279913E+00, 2.175024624E+05
        20, 8.359886408E-01, 1.270181090E-01, 6.776399910E+04, 8.026385826E-01, 1.086200895E+02, 4.075279913E+00, 2.175024624E+05
        21, 8.379945755E-01, 1.205874681E-01, 6.775749692E+04, 8.045925641E-01, 1.152874369E+02, 4.267116824E+00, 2.177155773E+05
        22, 8.359889984E-01, 1.227124035E-01, 6.775749692E+04, 8.045925641E-01, 1.152874369E+02, 4.267116824E+00, 2.177155773E+05
        23, 8.379947543E-01, 1.162807718E-01, 6.775341592E+04, 8.071194150E-01, 1.231831031E+02, 4.428830743E+00, 2.179842812E+05
        24, 8.359894156E-01, 1.184067056E-01, 6.775341592E+04, 8.071194150E-01, 1.231831031E+02, 4.428830743E+00, 2.179842812E+05
        25, 8.379949927E-01, 1.119740829E-01, 6.774994710E+04, 8.077527328E-01, 1.251629355E+02, 4.425653544E+00, 2.180543919E+05
        26, 8.359897733E-01, 1.141010076E-01, 6.774994710E+04, 8.077527328E-01, 1.251629355E+02, 4.425653544E+00, 2.180543919E+05
        27, 8.379951715E-01, 1.076673865E-01, 6.774553796E+04, 8.062655861E-01, 1.209152641E+02, 4.279701373E+00, 2.179051541E+05
        28, 8.359901905E-01, 1.097953096E-01, 6.774553796E+04, 8.062655861E-01, 1.209152641E+02, 4.279701373E+00, 2.179051541E+05
        29, 8.359905481E-01, 1.054896116E-01, 6.773800591E+04, 8.047560093E-01, 1.165418521E+02, 4.144589607E+00, 2.177568997E+05
        30, 8.379953504E-01, 1.033606902E-01, 6.773800591E+04, 8.047560093E-01, 1.165418521E+02, 4.144589607E+00, 2.177568997E+05
        31, 8.359909654E-01, 1.011839136E-01, 6.773237403E+04, 8.062007261E-01, 1.211961683E+02, 4.172021461E+00, 2.179147229E+05
        32, 8.379955292E-01, 9.905399382E-02, 6.773237403E+04, 8.062007261E-01, 1.211961683E+02, 4.172021461E+00, 2.179147229E+05
        33, 8.359913230E-01, 9.687821567E-02, 6.772968634E+04, 8.092453145E-01, 1.301066171E+02, 4.244699626E+00, 2.182341278E+05
        34, 8.379957676E-01, 9.474729747E-02, 6.772968634E+04, 8.092453145E-01, 1.301066171E+02, 4.244699626E+00, 2.182341278E+05
        35, 8.359917402E-01, 9.257251769E-02, 6.772743905E+04, 8.108703297E-01, 1.346240936E+02, 4.210898057E+00, 2.184046268E+05
        36, 8.379959464E-01, 9.044060111E-02, 6.772743905E+04, 8.108703297E-01, 1.346240936E+02, 4.210898057E+00, 2.184046268E+05
        37, 8.359920979E-01, 8.826681972E-02, 6.772493889E+04, 8.100981610E-01, 1.326211558E+02, 4.044188100E+00, 2.183280987E+05
        38, 8.379961252E-01, 8.613390476E-02, 6.772493889E+04, 8.100981610E-01, 1.326211558E+02, 4.044188100E+00, 2.183280987E+05
        39, 8.359925151E-01, 8.396112174E-02, 6.772177726E+04, 8.079349392E-01, 1.266809091E+02, 3.799835466E+00, 2.181081726E+05
