cellnumber,    x-coordinate,    y-coordinate,        pressure,         density,  axial-velocity, radial-velocity,    total-energy
         1, 0.000000000E+00, 1.382051259E-01, 9.375192459E+04, 1.113368713E+00, 1.155974654E+02,-1.107401081E+00, 2.177233604E+05
         2, 0.000000000E+00, 1.346153915E-01, 9.365838352E+04, 1.112481837E+00, 1.161128497E+02,-8.351428336E-01, 2.177403145E+05
         3, 0.000000000E+00, 1.310256422E-01, 9.358224268E+04, 1.111780813E+00, 1.165780677E+02,-6.673196917E-01, 2.177557155E+05
         4, 0.000000000E+00, 1.274359077E-01, 9.351741683E+04, 1.111197676E+00, 1.170039175E+02,-5.607123291E-01, 2.177698815E+05
         5, 0.000000000E+00, 1.238461584E-01, 9.346010645E+04, 1.110691133E+00, 1.173996418E+02,-4.906992404E-01, 2.177830987E+05
         6, 0.000000000E+00, 1.202564090E-01, 9.340798446E+04, 1.110236217E+00, 1.177716206E+02,-4.428176965E-01, 2.177955670E+05
         7, 0.000000000E+00, 1.166666672E-01, 9.335961068E+04, 1.109817667E+00, 1.181242349E+02,-4.084804257E-01, 2.178074245E+05
         8, 0.000000000E+00, 1.130769253E-01, 9.331408531E+04, 1.109426052E+00, 1.184604806E+02,-3.825288184E-01, 2.178187656E+05
         9, 0.000000000E+00, 1.094871834E-01, 9.327084171E+04, 1.109055498E+00, 1.187823984E+02,-3.618258956E-01, 2.178296543E+05
        10, 0.000000000E+00, 1.058974341E-01, 9.322952107E+04, 1.108702314E+00, 1.190913720E+02,-3.444403569E-01, 2.178401333E+05
        11, 0.000000000E+00, 1.023076922E-01, 9.318989565E+04, 1.108364176E+00, 1.193883344E+02,-3.291686539E-01, 2.178502309E+05
        12, 0.000000000E+00, 9.871795028E-02, 9.315182135E+04, 1.108039618E+00, 1.196739098E+02,-3.152520070E-01, 2.178599651E+05
        13, 0.000000000E+00, 9.512820840E-02, 9.311520787E+04, 1.107727724E+00, 1.199485105E+02,-3.022068041E-01, 2.178693472E+05
        14, 0.000000000E+00, 9.153845906E-02, 9.307999980E+04, 1.107427929E+00, 1.202124042E+02,-2.897217983E-01, 2.178783838E+05
        15, 0.000000000E+00, 8.794871718E-02, 9.304616451E+04, 1.107139897E+00, 1.204657598E+02,-2.775951919E-01, 2.178870783E+05
        16, 0.000000000E+00, 8.435897529E-02, 9.301368428E+04, 1.106863440E+00, 1.207086790E+02,-2.656953710E-01, 2.178954319E+05
        17, 0.000000000E+00, 8.076923341E-02, 9.298255114E+04, 1.106598466E+00, 1.209412182E+02,-2.539362351E-01, 2.179034443E+05
        18, 0.000000000E+00, 7.717949152E-02, 9.295276345E+04, 1.106344948E+00, 1.211634034E+02,-2.422614936E-01, 2.179111143E+05
        19, 0.000000000E+00, 7.358974218E-02, 9.292432365E+04, 1.106102898E+00, 1.213752405E+02,-2.306345476E-01, 2.179184402E+05
        20, 0.000000000E+00, 7.000000030E-02, 9.289723671E+04, 1.105872352E+00, 1.215767225E+02,-2.190319072E-01, 2.179254199E+05
        21, 0.000000000E+00, 6.641025841E-02, 9.287150914E+04, 1.105653363E+00, 1.217678344E+02,-2.074388627E-01, 2.179320510E+05
        22, 0.000000000E+00, 6.282051653E-02, 9.284714825E+04, 1.105445994E+00, 1.219485564E+02,-1.958466188E-01, 2.179383313E+05
        23, 0.000000000E+00, 5.923076719E-02, 9.282416173E+04, 1.105250308E+00, 1.221188660E+02,-1.842503890E-01, 2.179442582E+05
        24, 0.000000000E+00, 5.564102530E-02, 9.280255732E+04, 1.105066372E+00, 1.222787396E+02,-1.726481284E-01, 2.179498294E+05
        25, 0.000000000E+00, 5.205127969E-02, 9.278234264E+04, 1.104894252E+00, 1.224281533E+02,-1.610397199E-01, 2.179550428E+05
        26, 0.000000000E+00, 4.846153781E-02, 9.276352501E+04, 1.104734011E+00, 1.225670834E+02,-1.494264388E-01, 2.179598960E+05
        27, 0.000000000E+00, 4.487179220E-02, 9.274611143E+04, 1.104585709E+00, 1.226955062E+02,-1.378106429E-01, 2.179643871E+05
        28, 0.000000000E+00, 4.128205031E-02, 9.273010852E+04, 1.104449403E+00, 1.228133982E+02,-1.261956917E-01, 2.179685141E+05
        29, 0.000000000E+00, 3.769230843E-02, 9.271552254E+04, 1.104325146E+00, 1.229207353E+02,-1.145860283E-01, 2.179722750E+05
        30, 0.000000000E+00, 3.410256281E-02, 9.270235941E+04, 1.104212987E+00, 1.230174919E+02,-1.029874910E-01, 2.179756681E+05
        31, 0.000000000E+00, 3.051282093E-02, 9.269062483E+04, 1.104112972E+00, 1.231036393E+02,-9.140795373E-02, 2.179786913E+05
        32, 0.000000000E+00, 2.692307718E-02, 9.268032436E+04, 1.104025143E+00, 1.231791426E+02,-7.985850914E-02, 2.179813427E+05
        33, 0.000000000E+00, 2.333333343E-02, 9.267146377E+04, 1.103949542E+00, 1.232439562E+02,-6.835561030E-02, 2.179836201E+05
        34, 0.000000000E+00, 1.974358968E-02, 9.266404953E+04, 1.103886209E+00, 1.232980134E+02,-5.692512274E-02, 2.179855204E+05
        35, 0.000000000E+00, 1.615384594E-02, 9.265809014E+04, 1.103835190E+00, 1.233412055E+02,-4.561046805E-02, 2.179870393E+05
        36, 0.000000000E+00, 1.256410219E-02, 9.265359932E+04, 1.103796552E+00, 1.233733312E+02,-3.449068857E-02, 2.179881694E+05
        37, 0.000000000E+00, 8.974358439E-03, 9.265060608E+04, 1.103770432E+00, 1.233939493E+02,-2.372799330E-02, 2.179888949E+05
        38, 0.000000000E+00, 5.384615157E-03, 9.264919743E+04, 1.103757278E+00, 1.234017894E+02,-1.374319700E-02, 2.179891708E+05
        39, 0.000000000E+00, 1.794871758E-03, 9.264992721E+04, 1.103760189E+00, 1.233892947E+02,-6.854156202E-03, 2.179887310E+05
